id;foerderung;investitionsort;traeger_unternehmen;plz;strasse_nr;bewilligungsjahr;foerderbereich;projektbezeichnung;bewilligungssumme;rss_titel
348;Infrastrukturförderung;Steglitz-Zehlendorf;"WISTA Management GmbH";14195;"Fabeckstraße 62";2017;Gewerbezentren;"Errichtung des Innovationszentrums FUBIC";18955000;"Errichtung des Innovationszentrums FUBIC"
93;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";14059;Spreeufer;2013;Tourismus;"Spreeradweg 9. und 10. Bauabschnitt (BA)";2529982;"Spreeradweg 9. und 10. Bauabschnitt (BA)"
351;Infrastrukturförderung;Mitte;"BA Mitte";10551;Mitte;2017;Regionalbudget;"Kooperatives Standortmanagement Berlin Mitte";160000;"Kooperatives Standortmanagement Berlin Mitte"
96;Infrastrukturförderung;Tempelhof-Schöneberg;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";10956;Yorckbrücken;2014;Tourismus;"Förderung des 3. Bauabschnitts des Radfernweges Berlin-Leipzig (Yorckbrücken) in Berlin-Schöneberg";1937556;"Förderung des 3. Bauabschnitts des Radfernweges Berlin-Leipzig (Yorckbrücken) in Berlin-Schöneberg"
354;Infrastrukturförderung;Pankow;"Grün Berlin GmbH";13156;"Tschaikowskistraße 1";2017;Tourismus;"Erweiterung des Museums Schloss Schönhausen - Umbau der Gebäude und Freiflächen am Nordrand (Nordgaragen) des inneren Schlossparks als Basiseinrichtung des Tourismus (Besucherzentrum) im Bezirk Berlin- Pankow";3467498;"Erweiterung des Museums Schloss Schönhausen - Umbau der Gebäude und Freiflächen am Nordrand (Nordgaragen) des inneren Schlossparks als Basiseinrichtung des Tourismus (Besucherzentrum) im Bezirk Berlin- Pankow"
99;Infrastrukturförderung;Mitte;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";10557;Humboldthafen;2010;Tourismus;"Erneuerung der Uferwände im nördlichen Teil des Humboldthafens in Berlin Mitte";9211044;"Erneuerung der Uferwände im nördlichen Teil des Humboldthafens in Berlin Mitte"
357;Infrastrukturförderung;Treptow-Köpenick;"BA Treptow-Köpenick";12414;"Alt-Köpenick 21";2017;Regionalbudget;"Regionalmanagement (RM) Berlin Süd-Ost";487500;"Regionalmanagement (RM) Berlin Süd-Ost"
102;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin  GmbH";12685;"Eisenacher Straße 99";2010;Tourismus;"Realisierung des Masterplans Gärten der Welt -1. Bauabschnitt- Errichtung des Englischen Gartens in Berlin-Marzahn";3377533;"Realisierung des Masterplans Gärten der Welt -1. Bauabschnitt- Errichtung des Englischen Gartens in Berlin-Marzahn"
360;Infrastrukturförderung;Treptow-Köpenick;"BA Treptow-Köpenick";12555;"Köpenicker Straße 325";2018;"Industrie- und Gewerbegelände";"Erschließung weiterer Gewerbeflächen im Innovationspark Wuhlheide (IPW) im Bezirk Treptow-Köpenick";6043500;"Erschließung weiterer Gewerbeflächen im Innovationspark Wuhlheide (IPW) im Bezirk Treptow-Köpenick"
105;Infrastrukturförderung;Mitte;"Senatsverwaltung für Stadtentwicklung und Wohnen";10718;Petriplatz;2016;Tourismus;"Archäologisches Haus am Petriplatz (AHP)";18334654;"Archäologisches Haus am Petriplatz (AHP)"
363;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Senatsverwaltung für Bildung, Jugend und Familie";10585;"Gierkeplatz 1-3";2017;Bildungseinrichtungen;"Errichtung eines Erweiterungsbaus Elektromobilität (E-Mobilität) am Oberstufenzentrum Kraftfahrzeugtechnik";8066700;"Errichtung eines Erweiterungsbaus Elektromobilität (E-Mobilität) am Oberstufenzentrum Kraftfahrzeugtechnik"
108;Infrastrukturförderung;Tempelhof-Schöneberg;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";12101;Tempelhof;2014;Tourismus;"Radfernweg Berlin-Leipzig, 2. Bauabschnitt/ 2. Teilabschnitt";2068760;"Radfernweg Berlin-Leipzig, 2. Bauabschnitt/ 2. Teilabschnitt"
366;Infrastrukturförderung;Neukölln;"Senatsverwaltung für Bildung, Jugend und Familie";12359;"Haarlemer Straße 23-27";2017;Bildungseinrichtungen;"Erweiterung und Modernisierung der IT-Ausstattung für die IT-Fachkräfteausbildung am OSZ Informations- und Medizintechnik (OSZ IMT)";182028;"Erweiterung und Modernisierung der IT-Ausstattung für die IT-Fachkräfteausbildung am OSZ Informations- und Medizintechnik (OSZ IMT)"
111;Infrastrukturförderung;Spandau;"BA Spandau";14089;"Lüdickeweg 1";2010;Tourismus;"Touristische Erschließung des Landhausgarten Fränkel in Berlin-Kladow";2628000;"Touristische Erschließung des Landhausgarten Fränkel in Berlin-Kladow"
369;Infrastrukturförderung;Mitte;"Green with IT e.V.";10117;"Charlottenstraße 16";2017;Kooperationsnetzwerke;"Kooperationsnetzwerk ""green with IT"" 2. Baustein";200000;"Kooperationsnetzwerk ""green with IT"" 2. Baustein"
114;Infrastrukturförderung;Tempelhof-Schöneberg;"Tempelhof Projekt GmbH";12101;"Flughafen Tempelhof";2015;Tourismus;"Infrastrukturmaßnahmen zur touristischen Entwicklung des ehemaligen Tempelhofer Flughafengebäudes - 1. Teilmaßnahme Touristisches Wegeleitsystem";478712;"Infrastrukturmaßnahmen zur touristischen Entwicklung des ehemaligen Tempelhofer Flughafengebäudes - 1. Teilmaßnahme Touristisches Wegeleitsystem"
372;Infrastrukturförderung;Mitte;"Meisterrat Berlin-Brandenburg e.V.";10179;"Am Krögel 2";2017;Kooperationsnetzwerke;"Kooperationsnetzwerk ""Meisterrat Berlin-Brandenburg""";200000;"Kooperationsnetzwerk ""Meisterrat Berlin-Brandenburg"""
117;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";14057;"Messedamm 2-4";2016;Tourismus;"Ausbau des Zentralen Omnibusbahnhof (ZOB) am Messedamm";10000000;"Ausbau des Zentralen Omnibusbahnhof (ZOB) am Messedamm"
375;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Senatsverwaltung für Bildung, Jugend und Familie";12351;"Halemweg 24-30";2018;Bildungseinrichtungen;"Schadstoffsanierung, Abriss und Leitungsumverlegung zur Baufeldherrichtung für den Neubau des OSZ Sozialwesen -Anna-Freud-Schule (1.BA)";9657000;"Schadstoffsanierung, Abriss und Leitungsumverlegung zur Baufeldherrichtung für den Neubau des OSZ Sozialwesen -Anna-Freud-Schule (1.BA)"
120;Infrastrukturförderung;Mitte;"BA Mitte";10557;Heidestraße;2014;Tourismus;"Erschließung und Verbesserung der Erreichbarkeit touristischer Zielorte in und um die Europacity zwischen Heidestraße, Invalidenstraße und Nordhafen durch BA Mitte";12107066;"Erschließung und Verbesserung der Erreichbarkeit touristischer Zielorte in und um die Europacity zwischen Heidestraße, Invalidenstraße und Nordhafen durch BA Mitte"
378;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Senatsverwaltung für Bildung, Jugend und Familie";12351;"Halemweg 24-30";2017;Bildungseinrichtungen;"Neubau des OSZ Sozialwesen-Anna-Freud-Schule -(2.BA)";26100000;"Neubau des OSZ Sozialwesen-Anna-Freud-Schule -(2.BA)"
123;Infrastrukturförderung;Treptow-Köpenick;"BA Treptow-Köpenick";12587;Joseph-Nawrocki-Straße;2009;Tourismus;"Touristische Erschließung des Areals am Müggelpark in Berlin-Köpenick";4714875;"Touristische Erschließung des Areals am Müggelpark in Berlin-Köpenick"
381;Infrastrukturförderung;Spandau;"BA Spandau";13581;"Straße am Zeppelinpark";2016;"Anbindung von Gewerbegebieten";"Neubau der Straße „Am Zeppelinpark zwischen Nennhauser Damm und Heerstraße im Bezirk Spandau von Berlin - 2. Bauabschnitt)";1140694;"Neubau der Straße „Am Zeppelinpark zwischen Nennhauser Damm und Heerstraße im Bezirk Spandau von Berlin - 2. Bauabschnitt)"
126;Infrastrukturförderung;Steglitz-Zehlendorf;"Bezirksamt Steglitz-Zehlendorf";14109;"Königstraße 36";2013;Tourismus;"Touristische Geländeerschließung der Anlage Klein-Glienicke";2972192;"Touristische Geländeerschließung der Anlage Klein-Glienicke"
384;Infrastrukturförderung;Neukölln;"BA Neukölln";12057;Nobelstraße;2017;"Anbindung von Gewerbegebieten";"Ausbau der Nobelstraße inkl. Schienenerneuerung zwischen Bergiusstraße und Boschweg im Bezirk Neukölln zur Anbindung an das überregionale Verkehrsnetz";1278000;"Ausbau der Nobelstraße inkl. Schienenerneuerung zwischen Bergiusstraße und Boschweg im Bezirk Neukölln zur Anbindung an das überregionale Verkehrsnetz"
129;Infrastrukturförderung;Steglitz-Zehlendorf;"ZE Botanischer Garten und Botanisches Museum Berlin";14195;"Königin-Luise-Straße 6/8";2015;Tourismus;"Touristische Erschließung des Botanischen Gartens";7466000;"Touristische Erschließung des Botanischen Gartens"
387;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Friends of Berlin International e.V.";10623;"Savignyplatz 6";2018;Kooperationsnetzwerke;"Friends of Berlin International";200000;"Friends of Berlin International"
132;Infrastrukturförderung;Spandau;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";13597;Spandau;2014;Tourismus;"Förderung des Radfernwegs ""Havel-Radweg"" (Bauabschnitt 1 bis 3 und 5 bis 10)";5027769;"Förderung des Radfernwegs ""Havel-Radweg"" (Bauabschnitt 1 bis 3 und 5 bis 10)"
390;Infrastrukturförderung;Treptow-Köpenick;"Gesellschaft zur Förderung Angewandter Informatik e.V";12489;"Volmerstraße 3";2017;Forschungsinfrastruktur;"Erweiterung der Betriebsstätte der Gesellschaft zur Förderung angewandter Informatik e.V";2450000;"Erweiterung der Betriebsstätte der Gesellschaft zur Förderung angewandter Informatik e.V"
135;Infrastrukturförderung;Mitte;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";10785;"Tiergartenstraße und Scharounstraße";2015;Tourismus;"Touristische Erschließung des Berliner Kulturforums, 1. BA";6289230;"Touristische Erschließung des Berliner Kulturforums, 1. BA"
393;Infrastrukturförderung;Pankow;"ABB Ausbildungszentrum gGmbH";13158;"Lessingstraße 79";2018;Bildungseinrichtungen;"Ergänzende Ausstattung für das ABB Aus- und Weiterbildungszentrums Berlin; ABB Ausbildungszentrum Berlin gGmbH, Lessingstraße 79, 13158 Berlin";1350000;"Ergänzende Ausstattung für das ABB Aus- und Weiterbildungszentrums Berlin; ABB Ausbildungszentrum Berlin gGmbH, Lessingstraße 79, 13158 Berlin"
138;Infrastrukturförderung;Mitte;"BA Mitte";10178;"Karl-Liebknecht-Str. 8";2014;Tourismus;"Tourismusnaher Ausbau des Umfeldes der St. Marienkirche in Berlin Mitte";4761200;"Tourismusnaher Ausbau des Umfeldes der St. Marienkirche in Berlin Mitte"
396;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"BA Charlottenburg-Wilmersdorf";10585;"Otto-Suhr-Allee 100";2018;Regionalbudget;"Green Island 2.0 (Standortmanagement)";239184;"Green Island 2.0 (Standortmanagement)"
141;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin GmbH";12685;"Eisenacher Straße 99";2015;Tourismus;"Ausgestaltung der internationalen Gartenkabinette in den Gärten der Welt";1673437;"Ausgestaltung der internationalen Gartenkabinette in den Gärten der Welt"
399;Infrastrukturförderung;Tempelhof-Schöneberg;"BA Tempelhof-Schöneberg";10820;John-F.-Kenedy-Platz;2019;Regionalmanagement;"Regionalmanagement Tempelhof-Schöneberg";562500;"Regionalmanagement Tempelhof-Schöneberg"
144;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin GmbH";12685;"Eisenacher Straße 99";2013;Tourismus;"Realisierung des Masterplans ""Gärten der Welt -5. Bauabschnitt - Ausbau des Balinesischen Gartens -";4050000;"Realisierung des Masterplans ""Gärten der Welt -5. Bauabschnitt - Ausbau des Balinesischen Gartens -"
402;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";10589;Bonhoefferufer;2018;"Anbindung von Gewerbegebieten";"Neubau der rechten Uferbefestigung Bonhoefferufer beidseitig der Schlossbrücke (Spree)";20070000;"Neubau der rechten Uferbefestigung Bonhoefferufer beidseitig der Schlossbrücke (Spree)"
147;Infrastrukturförderung;Marzahn-Hellersdorf;"BA Marzahn-Hellersdorf";12627;"Hellersdorfer Straße";2014;Tourismus;"Bezirkliche Maßnahmen zur Ertüchtigung der touristischen Basisinfrastruktur am Kienberg im Bezirk Marzahn-Hellersdorf von Berlin";3756460;"Bezirkliche Maßnahmen zur Ertüchtigung der touristischen Basisinfrastruktur am Kienberg im Bezirk Marzahn-Hellersdorf von Berlin"
405;Infrastrukturförderung;Pankow;"Campus Berlin-Buch GmbH";13125;"Robert-Rössle-Straße 9";2017;Gewerbezentren;"Errichtung des Gründerzentr. BioMed Start-Up Factory auf dem Campus Buch";38007000;"Errichtung des Gründerzentr. BioMed Start-Up Factory auf dem Campus Buch"
150;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin GmbH";12685;"Blumberger Damm";2013;Tourismus;"Realisierung des Masterplans Gärten der Welt - 3. Bauabschnitt - Parkwiesen NordSüd";8852180;"Realisierung des Masterplans Gärten der Welt - 3. Bauabschnitt - Parkwiesen NordSüd"
408;Infrastrukturförderung;Mitte;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";10555;Wikingerufer;2018;"Anbindung von Gewerbegebieten";"Neubau der rechten Uferbefestigung am Wikingerufer (Spree-Oder-Wasserstraße) zwischen Wullenweberstraße und Gotzkowskybrücke als wasserseitige Verkehrsverbindung zum Wirtschaftstandort Westhafen und angrenzenden Gewerbegebieten";17651151;"Neubau der rechten Uferbefestigung am Wikingerufer (Spree-Oder-Wasserstraße) zwischen Wullenweberstraße und Gotzkowskybrücke als wasserseitige Verkehrsverbindung zum Wirtschaftstandort Westhafen und angrenzenden Gewerbegebieten"
153;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin GmbH";12685;"Eisenacher Str. 99";2012;Tourismus;"Realisierung des Masterplans Gärten der Welt - 2. Bauabschnitt";5596639;"Realisierung des Masterplans Gärten der Welt - 2. Bauabschnitt"
411;Infrastrukturförderung;Friedrichshain-Kreuzberg;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";10243;"Warschauer Straße";2018;"Anbindung von Gewerbegebieten";"Abschließender Ausbau der Fußgängerbrücke Warschauer Straße zur verbesserten wirtschaftnahen Anbindung des Areals am ehemaligen Ostgüterbahnhof in Friedrichshain";1374080;"Abschließender Ausbau der Fußgängerbrücke Warschauer Straße zur verbesserten wirtschaftnahen Anbindung des Areals am ehemaligen Ostgüterbahnhof in Friedrichshain"
156;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin GmbH";12685;"Blumberger Damm";2013;Tourismus;"""Masterplan Gärten der Welt"" 4.BA";6348770;"""Masterplan Gärten der Welt"" 4.BA"
414;Infrastrukturförderung;Steglitz-Zehlendorf;"Freie Universität Berlin ZE Botanischer Garten und Botanisches Museum Berlin";14195;"Königin-Luise-Straße 6/8";2018;Tourismus;"Touristische Erschließung des Botanischen Museums Berlin";3150000;"Touristische Erschließung des Botanischen Museums Berlin"
159;Infrastrukturförderung;Treptow-Köpenick;"BA Treptow-Köpenick";12453;Alt-Treptow;2013;Tourismus;"Touristische Erschließung des Areals des Treptower Parkes -2.BA-";11700000;"Touristische Erschließung des Areals des Treptower Parkes -2.BA-"
417;Infrastrukturförderung;Steglitz-Zehlendorf;"BA Steglitz-Zehlendorf";14195;Dahlem;2018;Tourismus;"Ertüchtigung der Radroute Dahlem";123435;"Ertüchtigung der Radroute Dahlem"
162;Infrastrukturförderung;Marzahn-Hellersdorf;"Grün Berlin GmbH";12627;"Hellersdorfer Straße";2013;Tourismus;"Nachhaltige Sicherung des Masterplans ""Gärten der Welt""; Geländeerschließung am Kienberg";16168140;"Nachhaltige Sicherung des Masterplans ""Gärten der Welt""; Geländeerschließung am Kienberg"
420;Infrastrukturförderung;Steglitz-Zehlendorf;"WISTA Management GmbH";14195;"Fabeckstraße 62";2018;"Industrie- und Gewerbegelände";"Beräumung des Gewerbegeländes Fabeckstraße 62";9000000;"Beräumung des Gewerbegeländes Fabeckstraße 62"
165;Infrastrukturförderung;Treptow-Köpenick;"Senatsverwaltung für Bildung, Jugend und Familie";12459;"Helmholzstraße 37";2016;Bildungseinrichtungen;"IT-Vernetzung von Schulräumen einschließlich Ausstattung der Unterrichtsräume mit Beamer, Whiteboard bzw. interaktiven Whiteboards zur Herstellung einer modernen IT-Struktur durch Anbindung in ein LAN am OSZ Wirtschaft und Sozialversicherung";217653;"IT-Vernetzung von Schulräumen einschließlich Ausstattung der Unterrichtsräume mit Beamer, Whiteboard bzw. interaktiven Whiteboards zur Herstellung einer modernen IT-Struktur durch Anbindung in ein LAN am OSZ Wirtschaft und Sozialversicherung"
423;Infrastrukturförderung;Tempelhof-Schöneberg;Lette-Verein;10825;"Viktoria-Luise-Platz 6";2018;Bildungseinrichtungen;"Modernisierung der Hausinfrastruktur und Ausbildungsbereiche";2452681;"Modernisierung der Hausinfrastruktur und Ausbildungsbereiche"
168;Infrastrukturförderung;Tempelhof-Schöneberg;"Senatsverwaltung für Bildung, Jugend und Familie";10783;"Steinmetzstraße 79";2016;Bildungseinrichtungen;"IT-Vernetzung von Schulräumen einschließlich Ausstattung der Unterrichtsräume mit Beamer, Whiteboard bzw. interaktiven Whiteboards zur Herstellung einer modernen IT-Struktur durch Anbindung in ein LAN an der Marie-Elisabeth-Lüders-Oberschule (MELO)";156100;"IT-Vernetzung von Schulräumen einschließlich Ausstattung der Unterrichtsräume mit Beamer, Whiteboard bzw. interaktiven Whiteboards zur Herstellung einer modernen IT-Struktur durch Anbindung in ein LAN an der Marie-Elisabeth-Lüders-Oberschule (MELO)"
426;Infrastrukturförderung;Steglitz-Zehlendorf;"BA Steglitz-Zehlendorf";14109;Ronnebypromenade;2018;Tourismus;"Touristische Entwicklung der Ronnebypromenade";3600000;"Touristische Entwicklung der Ronnebypromenade"
171;Infrastrukturförderung;Tempelhof-Schöneberg;"Senatsverwaltung für Bildung, Jugend und Familie";10956;"Dudenstraße 35-37";2016;Bildungseinrichtungen;"IT-Vernetzung von Schulräumen zur Herstellung einer modernen IT-Struktur durch Anbindung in ein LAN am OSZ Logistik, Touristik, Immobilien, Steuern (OSZ LOTIS)";1006273;"IT-Vernetzung von Schulräumen zur Herstellung einer modernen IT-Struktur durch Anbindung in ein LAN am OSZ Logistik, Touristik, Immobilien, Steuern (OSZ LOTIS)"
429;Infrastrukturförderung;"Friedrichshain Kreuzberg";"BA Friedrichshain-Kreuzberg";10247;"Frankfurter Allee 35/37";2018;Regionalbudget;"Einrichtung eines Gewerbeflächenmanagement";292000;"Einrichtung eines Gewerbeflächenmanagement"
174;Infrastrukturförderung;Steglitz-Zehlendorf;"Landesinnung des Dachdeckerhandwerks Berlin";12247;"Nicolaistraße 5-7";2016;Bildungseinrichtungen;"Modernisierung der Ausbildungseinrichtung aufgrund der neuen Dachdeckerausbildungsverordnung zum 01.08.2016 im Bildungszentrum der Landesinnung des Dachdeckerhandwerks Berlin";43508;"Modernisierung der Ausbildungseinrichtung aufgrund der neuen Dachdeckerausbildungsverordnung zum 01.08.2016 im Bildungszentrum der Landesinnung des Dachdeckerhandwerks Berlin"
432;Infrastrukturförderung;Tempelhof-Schöneberg;"Tempelhof Projekt GmbH";12101;"Flughafen Tempelhof";2018;Tourismus;"Erschließung Geschichtsgalerie auf dem Dach des Flughafengebäude Berlin-Tempelhof";11250000;"Erschließung Geschichtsgalerie auf dem Dach des Flughafengebäude Berlin-Tempelhof"
177;Infrastrukturförderung;Lichtenberg;"Senatsverwaltung für Bildung, Jugend und Familie";10317;"Fischerstraße 32";2015;Bildungseinrichtungen;"Ausstattung von Lernfeldräumen für den Unterricht im Beruf Kaufmann/-frau für Büromanagement am OSZ Bürowirtschaft II, Standort Fischerstraße 32 in 10317 Berlin";301011;"Ausstattung von Lernfeldräumen für den Unterricht im Beruf Kaufmann/-frau für Büromanagement am OSZ Bürowirtschaft II, Standort Fischerstraße 32 in 10317 Berlin"
435;Infrastrukturförderung;Reinickendorf;"Senatsverwaltung für Bildung, Jugend und Familie";13437;"Cyclopstraße 1-5";2018;Bildungseinrichtungen;"Ausstattungsinvestitionen zur Einführung der integrierten Berufsausbildungsvorbereitung an der Ernst-Litfaß-Schule";348342;"Ausstattungsinvestitionen zur Einführung der integrierten Berufsausbildungsvorbereitung an der Ernst-Litfaß-Schule"
180;Infrastrukturförderung;Reinickendorf;"Senatsverwaltung für Bildung, Jugend und Familie";13437;"Cyclopstraße 1-5";2015;Bildungseinrichtungen;"Anpassung und Ausbau der Verbundausbildung Geomatik (Ausstattung) am OSZ Druck- und Medientechnik (Ernst-Litfaß-Schule), Cyclopstraße 1-5 in 13437 Berlin";167025;"Anpassung und Ausbau der Verbundausbildung Geomatik (Ausstattung) am OSZ Druck- und Medientechnik (Ernst-Litfaß-Schule), Cyclopstraße 1-5 in 13437 Berlin"
438;Infrastrukturförderung;Mitte;"Berliner Medizinhistorisches Museum der Charitè";10117;"Charitèplatz 1";2018;Tourismus;"Touristische Ertüchtigung Medizinhistorisches Museum der Charitè";6390000;"Touristische Ertüchtigung Medizinhistorisches Museum der Charitè"
183;Infrastrukturförderung;Reinickendorf;"Senatsverwaltung für Bildung, Jugend und Familie";13437;"Cyclopstraße 1-5";2015;Bildungseinrichtungen;"Ausstattungsinvestition zur Umgestaltung von 4 Lehrküchen des Mensabereiches und des Multifunktionsraums an der Emil-Fischer-Schule in der Cyclopstraße 1-5 in 13437 Berlin";244800;"Ausstattungsinvestition zur Umgestaltung von 4 Lehrküchen des Mensabereiches und des Multifunktionsraums an der Emil-Fischer-Schule in der Cyclopstraße 1-5 in 13437 Berlin"
441;Infrastrukturförderung;Mitte;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";13355;"Graunstraße 7 Wollinerstraße";2016;Tourismus;"Geländeerschließung der Erweiterungsflächen Mauerpark";9644400;"Geländeerschließung der Erweiterungsflächen Mauerpark"
186;Infrastrukturförderung;Friedrichshain-Kreuzberg;"Campus Berufsbildung e.V.";10969;"Friedrichstraße 231";2016;Bildungseinrichtungen;"Erweiterung der Kaufmännischen und Technischen Berufsfachschulen in der Friedrichstraße 231 in 10969 Berlin und Wilmersdorfer Straße 126 in 10627 Berlin (Ausstattung)";848507;"Erweiterung der Kaufmännischen und Technischen Berufsfachschulen in der Friedrichstraße 231 in 10969 Berlin und Wilmersdorfer Straße 126 in 10627 Berlin (Ausstattung)"
444;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"BVG-AusBildungs-Campus (ABC)";14052;"Machandelweg 24";2017;Bildungseinrichtungen;"Errichtung eines Ausbildungszentrums am Machandelweg";39827537;"Errichtung eines Ausbildungszentrums am Machandelweg"
189;Infrastrukturförderung;Neukölln;"Senatsverwaltung für Bildung, Jugend und Familie";12351;"Lipschitzalle 25";2015;Bildungseinrichtungen;"Ausstattung OSZ Chemie, Physik, Biologie im Zuge des Neubaus";8127000;"Ausstattung OSZ Chemie, Physik, Biologie im Zuge des Neubaus"
447;Infrastrukturförderung;Steglitz-Zehlendorf;"BA Steglitz-Zehlendorf";14163;"Martin-Buber-Straße 2";2018;Regionalmanagement;"Regionalmanagement Südwest - Baustein III (RMSW III)";450000;"Regionalmanagement Südwest - Baustein III (RMSW III)"
192;Infrastrukturförderung;Tempelhof-Schöneberg;"Rudolf Steiner Bildungszentrum gGmbH";10829;"Monumentenstraße 13";2015;Bildungseinrichtungen;"Neubau eines Ausbildungszentrums zur Erweiterung und Zusammenlegung der Ausbildung,Monumentenstraße 13, 10829 Berlin";6042390;"Neubau eines Ausbildungszentrums zur Erweiterung und Zusammenlegung der Ausbildung,Monumentenstraße 13, 10829 Berlin"
450;Infrastrukturförderung;Mitte;"Verein zur Förderung des Wasserwesens- VFW e,V. c/o Membrane Systems AG";10117;"Friedrichstraße 95";2018;Kooperationsnetzwerke;Aquanet;199800;Aquanet
195;Infrastrukturförderung;Tempelhof-Schöneberg;"Lette-Verein e.V.";10777;"Viktoria-Luise-Platz 6";2015;Bildungseinrichtungen;"Digitale Modernisierung der Ausbildungseinrichtungen im Berufsbildungszentrum Lette-Verein";1752009;"Digitale Modernisierung der Ausbildungseinrichtungen im Berufsbildungszentrum Lette-Verein"
453;Infrastrukturförderung;Marzahn-Hellersdorf;"BA Marzahn-Hellersdorf";12681;"Wolfener Straße 32-34";2018;Regionalbudget;"Regionalbudget Marzahn-Hellersdorf ""Hier wächst Zukunft""";693942;"Regionalbudget Marzahn-Hellersdorf ""Hier wächst Zukunft"""
198;Infrastrukturförderung;Mitte;"Senatsverwaltung für Bildung, Jugend und Familie";10555;"Bochumer Straße 8b";2016;Bildungseinrichtungen;"Qualitative Erweiterung der Ausstattung an der Staatlichen Technikerschule Berlin (STB), Bochumerstraße 8b in 10555 Berlin";583403;"Qualitative Erweiterung der Ausstattung an der Staatlichen Technikerschule Berlin (STB), Bochumerstraße 8b in 10555 Berlin"
456;Infrastrukturförderung;Pankow;"Senatsverwaltung für Bildung, Jugend und Familie";13086;"Gustav-Adolf-Straße 66";2018;Bildungseinrichtungen;"Digitale Modernisierung und Erweiterung in den Ausbildungsbereichen Bauhauptgewerbe und Holztechnik an der Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)";713529;"Digitale Modernisierung und Erweiterung in den Ausbildungsbereichen Bauhauptgewerbe und Holztechnik an der Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)"
201;Infrastrukturförderung;Pankow;"Pfefferwerk Stadtkultur gGmbH";10119;"Christinenstraße 18-19";2014;Bildungseinrichtungen;"Neubau eines Ausbildungshauses (Haus 12) als Erweiterung der vorhandenen Ausbildungsstätte auf dem Pfefferberg durch die Pfefferwerk Stadtkultur gGmbH";2485669;"Neubau eines Ausbildungshauses (Haus 12) als Erweiterung der vorhandenen Ausbildungsstätte auf dem Pfefferberg durch die Pfefferwerk Stadtkultur gGmbH"
459;Infrastrukturförderung;Berlinweit;"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz";;"gesamtstädische Maßnahme";2018;Tourismus;"Informationsstele- Erweiterung des Touristischen Informationssystem Berlin";5407390;"Informationsstele- Erweiterung des Touristischen Informationssystem Berlin"
204;Infrastrukturförderung;Steglitz-Zehlendorf;"GFBM-gemeinnützige Gesellschaft für berufsbildende Maßnahmen mit beschränkter Haftung";14129;"Inselstraße 20/22";2012;Bildungseinrichtungen;"Umbau und Modernisierung Ausbildungszentrum Schwanenwerder";1620000;"Umbau und Modernisierung Ausbildungszentrum Schwanenwerder"
462;Infrastrukturförderung;Steglitz-Zehlendorf;"Digital Security Netzwerk Berlin e.V. in Gründung";14163;"Poßweg 45";2018;Kooperationsnetzwerke;"Digital Security Netzwerk Berlin";199500;"Digital Security Netzwerk Berlin"
207;Infrastrukturförderung;Steglitz-Zehlendorf;"Senatsverwaltung für Bildung, Jugend und Familie";14163;"Hartmannsweiler Weg 29";2014;Bildungseinrichtungen;"Neubau eines Bio-Energielabors für regenerative Energieformen (BELARE) an der Peter-Lennè-Schule, OSZ Agrawirtschaft, Hartmannsweiler Weg 29";1368000;"Neubau eines Bio-Energielabors für regenerative Energieformen (BELARE) an der Peter-Lennè-Schule, OSZ Agrawirtschaft, Hartmannsweiler Weg 29"
465;Infrastrukturförderung;Friedrichshain-Kreuzberg;"Forum Berufsbildung e.V.";10969;"Charlottenstraße 2";2018;Bildungseinrichtungen;"Ausstattung der staatlich anerkannten Berufsfachschule für Sozialassistenz und Büromanagement";44311;"Ausstattung der staatlich anerkannten Berufsfachschule für Sozialassistenz und Büromanagement"
